	source	target	embedding_similarity	pair_distance	language_distance	shared_incoming_cnt	shared_outgoing_cnt	source_incoming_cnt	target_incoming_cnt	source_outgoing_cnt	target_outgoing_cnt	milne_witten	begin_time_distance	interval_overlap	relevance_score
690	1._FC_Nürnberg	UEFA-Pokal_1988/89	0.7683932781219482	15134.756527550351	4.130489488659399	10	5	2005	72	231	21	0.4993143814611326	32265.0	-255.0	5.3442462984364365
691	1._FC_Nürnberg	UEFA-Pokal_2007/08	0.7377141714096069	15320.287821516462	5.333282072033989	19	4	2005	159	231	24	0.5243470360118936	39220.0	-237.0	8.183409342691634
692	1._FC_Nürnberg	UEFA_Intertoto_Cup	0.8246220350265503	2534.8138571069485	0.0031084696081509	51	16	2005	710	231	29	0.5575624139495368	34575.0	-9659.0	1.7909684685377762
693	1._FC_Nürnberg/Namen_und_Zahlen	DFB-Pokal_2006/07	0.7826741933822632	-1.0	0.0	0	4	0	64	73	6	0.0			7.771994534384488
694	1._FC_Nürnberg/Namen_und_Zahlen	Deutsche_Fußballmeisterschaft	0.6278133392333984	-1.0	0.0	0	7	0	1917	73	77	0.0			5.994833864577585
695	1._FC_Nürnberg/Namen_und_Zahlen	Deutsche_Fußballmeisterschaft_1919/20	0.8056962490081787	-1.0	0.0	0	2	0	27	73	19	0.0			6.687981045137531
696	1._FC_Nürnberg/Namen_und_Zahlen	Deutsche_Fußballmeisterschaft_1921/22	0.8120318055152893	-1.0	0.0	0	1	0	43	73	21	0.0			5.161924741642482
697	1._FC_Nürnberg/Namen_und_Zahlen	Deutsche_Fußballmeisterschaft_1924/25	0.7847846746444702	-1.0	0.0	0	1	0	42	73	20	0.0			5.424289006109973
698	1._FC_Nürnberg/Namen_und_Zahlen	Deutsche_Fußballmeisterschaft_1960/61	0.8367303013801575	-1.0	0.0	0	1	0	36	73	17	0.0			5.855071922202427
699	1._FC_Nürnberg/Namen_und_Zahlen	Fußball-Bundesliga_1967/68	0.793858528137207	-1.0	0.0	0	1	0	108	73	8	0.0			8.376792545113144
700	1._FC_Nürnberg/Namen_und_Zahlen	Fußball-Regionalliga_1996/97	0.8369583487510681	-1.0	0.0	0	3	0	39	73	14	0.0			5.498396978263695
701	1._FC_Pforzheim	Deutsche_Fußballmeisterschaft_1905/06	0.841270923614502	-1.0	0.0	17	2	213	45	67	34	0.7713617978999308	3673.0	-218.0	7.522778742760503
702	1._FC_Rielasingen-Arlen	DFB-Pokal_2017/18	0.8827013969421387	-1.0	0.0	1	1	8	117	6	24	0.6274993028949749	7078.0	0.0	6.442858587104546
703	1._FC_Rielasingen-Arlen	Südbadischer_Pokal_(Fußball)	0.9461728930473328	-1.0	0.0	1	2	8	33	6	9	0.7265006440520596	19723.0	-8198.0	6.22663547863491
704	1._FC_Saarbrücken	2._Fußball-Bundesliga_1975/76	0.8266997337341309	18043.4480759976	0.0	18	7	953	108	72	48	0.6101570250285026	26518.0	0.0	5.749711406544601
705	1._FC_Saarbrücken	2._Fußball-Bundesliga_1984/85	0.8137996792793274	18043.4480759976	0.0	17	3	953	59	72	14	0.6267094315889572	29806.0	-304.0	5.257234921446806
706	1._FC_Saarbrücken	2._Fußball-Bundesliga_1991/92	0.7786080241203308	18043.4480759976	0.0	10	1	953	68	72	8	0.5718795146709563			5.900960235265332
707	1._FC_Saarbrücken	2._Fußball-Bundesliga_1994/95	0.8148369193077087	18043.4480759976	0.0	7	2	953	52	72	10	0.5497191577927587	33468.0	-303.0	5.950382102006752
708	1._FC_Saarbrücken	2._Fußball-Bundesliga_2000/01	0.7888795733451843	18043.4480759976	0.0	5	3	953	55	72	13	0.5163999374935649	35652.0	-282.0	5.424289006109973
709	1._FC_Saarbrücken	2._Fußball-Bundesliga_2004/05	0.8083562254905701	18043.4480759976	0.0	8	5	953	73	72	19	0.547902230588871	37397.0	0.0	6.597009266931805
710	1._FC_Saarbrücken	2._Fußball-Bundesliga_2005/06	0.830230712890625	18043.4480759976	0.0	12	4	953	96	72	14	0.5752474956049356	37754.0	0.0	7.20314507050212
711	1._FC_Saarbrücken	3._Fußball-Liga_2010/11	0.824256420135498	18043.4480759976	0.0	19	6	953	206	72	17	0.5894277926499212			6.666002138418756
712	1._FC_Saarbrücken	3._Fußball-Liga_2013/14	0.823060154914856	18043.4480759976	0.0	29	4	953	192	72	15	0.6364546506213824	40672.0	0.0	6.643529282566697
713	1._FC_Saarbrücken	DFB-Pokal_(Frauen)	0.8633149266242981	18043.4480759976	0.0	8	4	953	501	72	53	0.4471980116894116	28124.0	-15138.0	7.474460165489695
714	1._FC_Saarbrücken	DFB-Pokal_1984/85	0.76966792345047	18043.4480759976	0.0	3	0	953	50	72	9	0.4739653094210068	29585.0	-365.0	8.66398770379579
715	1._FC_Saarbrücken	DFB-Pokal_2013/14	0.8585697412490845	18043.4480759976	0.0	10	1	953	99	72	26	0.5562195068691024	40178.0	-364.0	7.646831391430482
716	1._FC_Saarbrücken	DFB-Pokal_2019/20	0.7819855213165283	18043.4480759976	0.0	4	3	953	42	72	26	0.50806510583537	42877.0	0.0	6.889104897024685
717	1._FC_Saarbrücken	Deutsche_Fußballmeisterschaft_1942/43	0.8046616911888123	19047.82024598665	0.0	15	4	953	87	72	49	0.6007292762834934	17897.0	3110.0	7.8104278080403216
718	1._FC_Saarbrücken	Deutsche_Fußballmeisterschaft_1951/52	0.8184994459152222	5455.692496769663	0.0	22	1	953	36	72	3	0.6659143459446828	18070.0	0.0	6.923859734651747
719	1._FC_Saarbrücken	Division_2_1948/49	0.7895591259002686	11624.123047291756	3.672862343497918	12	8	953	15	72	29	0.6401113430832162			6.702968328547265
720	1._FC_Saarbrücken	Ehrenliga_Saarland_1950/51	0.802888035774231	-1.0		2	3	953	4	72	4	0.542461466355722			6.643529282566697
721	1._FC_Saarbrücken	Europapokal_der_Landesmeister_1955/56	0.7136601209640503	3514.2968576231124	1.9701741930493728	12	2	953	69	72	13	0.5884436695905626	19239.0	-283.0	4.442235347288263
722	1._FC_Saarbrücken	Ewige_Tabelle_der_Fußball-Oberliga_Rheinland-Pfalz/Saar	0.7664375305175781	-1.0		2	1	953	6	72	4	0.5282696319191649			6.572911715352744
723	1._FC_Saarbrücken	Fußball-Bundesliga_1963/64	0.8755626678466797	18043.4480759976	0.0	28	2	953	181	72	15	0.6350431294646499	22411.0	0.0	6.531018396573352
724	1._FC_Saarbrücken	Fußball-Bundesliga_1976/77	0.8403815627098083	18043.4480759976	0.0	20	3	953	98	72	18	0.6240924051620038	26889.0	-280.0	7.301990905138752
725	1._FC_Saarbrücken	Fußball-Bundesliga_1977/78	0.8378907442092896	18043.4480759976	0.0	13	5	953	92	72	20	0.5847350336708463	27246.0	-266.0	6.325075551448163
726	1._FC_Saarbrücken	Fußball-Bundesliga_1985/86	0.8307015895843506	18043.4480759976	0.0	15	3	953	93	72	16	0.5981518437597124	30171.0	-260.0	7.176827762184747
727	1._FC_Saarbrücken	Fußball-Bundesliga_1992/93	0.8323348760604858	18043.4480759976	0.0	13	4	953	91	72	15	0.5851734086538838	32733.0	-295.0	8.780918068292252
728	1._FC_Saarbrücken	Fußball-Oberliga_1951/52	0.7639611959457397	18043.4480759976	0.0	12	7	953	49	72	49	0.6012827699164249			5.257234921446806
729	1._FC_Saarbrücken	Fußball-Oberliga_Südwest_2007/08	0.8064706325531006	18043.4480759976	0.0	11	3	953	23	72	14	0.6195760583984493			6.902390916482986
730	1._FC_Saarbrücken	Fußball-Oberliga_Südwest_2008/09	0.7854022979736328	18043.4480759976	0.0	9	3	953	12	72	10	0.6233589876016697			6.522901294778083
731	1._FC_Saarbrücken	Fußball-Regionalliga_2006/07	0.8167513608932495	18043.4480759976	0.0	8	5	953	72	72	30	0.548491242089443			6.293326853133582
732	1._FC_Saarbrücken	Fußball-Regionalliga_2009/10	0.8238993883132935	18043.4480759976	0.0	10	2	953	73	72	22	0.5690066329124648			5.424289006109973
733	1._FC_Saarbrücken	Fußball-Regionalliga_Südwest_2017/18	0.7845856547355652	18043.4480759976	0.0	15	3	953	45	72	25	0.6245345353303211	41639.0	-364.0	6.687981045137531
734	1._FC_Saarbrücken	Fußball-Regionalliga_Südwest_2018/19	0.8071774244308472	18043.4480759976	0.0	10	3	953	48	72	17	0.5854447817012471			5.498396978263695
735	1._FC_Saarbrücken	Fußball_in_Frankreich	0.7389034628868103	-1.0		8	5	953	780	72	99	0.417370574816426			5.3442462984364365
736	1._FC_Saarbrücken	Internationaler_Saarlandpokal	0.7976844310760498	18043.4480759976	0.0	14	3	953	17	72	8	0.6491804013553626			9.262191284879234
737	1._FC_Saarbrücken	Saarlandpokal	0.7964541912078857	1017.3177345813766	0.0	19	1	953	43	72	4	0.6473633189683172	25933.0	-17329.0	7.4894218307680465
738	1._FC_Saarbrücken-Tischtennis	Tischtennis-Bundesliga_2018/19	0.9643192291259766	18064.73096215068	0.0	1	2	40	10	13	3	0.706327279247503			6.037393478996382
739	1._FC_Saarbrücken-Tischtennis	Tischtennis-Bundesliga_2019/20	0.9098356366157532	18064.73096215068	0.0	1	2	40	8	13	3	0.7114531751658495			7.313686944901944
740	1._FC_Schweinfurt_05	2._Fußball-Bundesliga_1974/75	0.868972659111023	6162.419444174089	0.0	7	6	315	113	147	28	0.6244557744762576	25415.0	0.0	6.442858587104546
741	1._FC_Schweinfurt_05	2._Fußball-Bundesliga_2001/02	0.8675085306167603	6162.419444174089	0.0	8	5	315	66	147	10	0.6558844887904759	35271.0	-282.0	7.734536971849588
742	1._FC_Schweinfurt_05	Deutsche_Fußballmeisterschaft_1941/42	0.8821812272071838	7043.1035997118815	0.0	6	7	315	83	147	36	0.6207910747218457	13698.0	0.0	5.567389849750646
743	1._FC_Schweinfurt_05	Fußball-Regionalliga_1965/66	0.863781750202179	6162.419444174089	0.0	11	3	315	72	147	11	0.6831357157933657			6.04005683838763
744	1._FC_Schweinfurt_05	Fußball-Regionalliga_Bayern_2018/19	0.8629229068756104	6162.419444174089	0.0	9	7	315	45	147	14	0.6784560743690236			7.176827762184747
745	1._FC_Union_Berlin	2._Fußball-Bundesliga_2001/02	0.8033208847045898	1448.032046721098	0.0	10	3	881	66	183	10	0.5804364656876216	12972.0	-282.0	5.161924741642482
746	1._FC_Union_Berlin	2._Fußball-Bundesliga_2018/19	0.8285151720046997	1448.032046721098	0.0	39	9	881	259	183	28	0.6650356693230849	19477.0	0.0	6.998291018594729
747	1._FC_Union_Berlin	3._Fußball-Liga_2008/09	0.8437979221343994	1448.032046721098	0.0	27	7	881	133	183	16	0.6505493653551955	15527.0	0.0	6.609360763255562
748	1._FC_Union_Berlin	Berliner_Landespokal_(Fußball)	0.8665124773979187	0.0	0.0	34	20	881	113	183	36	0.678909620825527	21934.0	-20232.0	4.924265272615582
749	1._FC_Union_Berlin	DDR-Fußball-Liga_1965/66	0.7085769176483154	1448.032046721098	0.0	5	3	881	11	183	5	0.5851380788951683			5.903862086371859
750	1._FC_Union_Berlin	DDR-Fußball-Liga_1990/91	0.836828351020813	1448.032046721098	0.0	7	7	881	38	183	11	0.5692975942560676			5.903862086371859
751	1._FC_Union_Berlin	DDR-Fußball-Oberliga_1966/67	0.7999788522720337	3739.7600188398505	0.0	5	6	881	22	183	17	0.5607121168925799	478.0	0.0	5.950382102006752
752	1._FC_Union_Berlin	DDR-Fußball-Oberliga_1988/89	0.7922602891921997	1448.032046721098	0.0	17	10	881	53	183	16	0.6375958485506268	8535.0	0.0	5.257234921446806
753	1._FC_Union_Berlin	DFB-Pokal_2000/01	0.7993266582489014	1448.032046721098	0.0	17	4	881	51	183	9	0.6388710407988807	12399.0	-365.0	8.820573327238177
754	1._FC_Union_Berlin	Deutsche_Fußballmeisterschaft	0.8839845657348633	1448.032046721098	0.0	67	20	881	1917	183	77	0.5850624156872415			5.498396978263695
755	1._FC_Union_Berlin	Deutsche_Fußballmeisterschaft_1904/05	0.7999851703643799	10002.310386940067	0.0	3	3	881	41	183	11	0.4903730215766103	22138.0	21935.0	5.161924741642482
756	1._FC_Union_Berlin	Deutsche_Fußballmeisterschaft_1919/20	0.7736799120903015	10726.873684797278	0.0	5	6	881	27	183	19	0.5529351313952682	16657.0	16657.0	5.994833864577585
757	1._FC_Union_Berlin	Deutsche_Fußballmeisterschaft_1922/23	0.7618541121482849	0.0	0.0	16	4	881	36	183	14	0.6446474167302615	15565.0	15565.0	9.2506442241447
758	1._FC_Union_Berlin	Deutsche_Fußballmeisterschaft_1949/50	0.8259128332138062	0.0	0.0	13	5	881	81	183	8	0.5972895050208638	15321.0	21009.0	5.424289006109973
759	1._FC_Union_Berlin	FDGB-Pokal_1967/68	0.7743737697601318	3739.7600188398505	0.0	6	8	881	12	183	14	0.5969504530128633			10.021737146004154
760	1._FC_Union_Berlin	FDGB-Pokal_1985/86	0.6984025239944458	1448.032046721098	0.0	3	8	881	10	183	14	0.5476189440503978			6.810583367229864
761	1._FC_Union_Berlin	Fußball-Bundesliga_2019/20	0.8493694067001343	1448.032046721098	0.0	25	16	881	178	183	32	0.6320817860684964	19882.0	0.0	3.5313881803809983
762	1._FC_Union_Berlin	Fußball-Oberliga_Nordost_1991/92	0.8133943676948547	1448.032046721098	0.0	8	14	881	36	183	33	0.5831996053300091			5.424289006109973
763	1._FC_Union_Berlin	Fußball-Oberliga_Nordost_1992/93	0.8109184503555298	1664.5136735025094	0.0	10	7	881	18	183	14	0.6259650134968329			5.855071922202427
764	1._FC_Union_Berlin	Fußball-Oberliga_Nordost_2005/06	0.7934221029281616	1664.5136735025094	0.0	10	5	881	25	183	20	0.6154134415616339			6.970213512821747
765	1._FC_Union_Berlin	Fußball-Regionalliga_1999/2000	0.8069018125534058	1448.032046721098	0.0	7	14	881	50	183	46	0.5585047470229335			5.161924741642482
766	1._FC_Union_Berlin	Fußball-Regionalliga_2000/01	0.7774196863174438	1448.032046721098	0.0	11	10	881	47	183	20	0.6020238083501492			5.161924741642482
767	1._FC_Union_Berlin	Fußball-Regionalliga_2004/05	0.7620641589164734	1448.032046721098	0.0	7	6	881	54	183	16	0.5553802798326305			5.161924741642482
768	1._FC_Union_Berlin	Fußball-Regionalliga_2007/08	0.8017532825469971	1448.032046721098	0.0	19	12	881	109	183	38	0.6228414534035763	13899.0	-20232.0	5.161924741642482
769	1._FC_Union_Berlin	Intertoto-Cup_1967	0.716201901435852	1525.0480512954475	0.0031084696081509	3	1	881	8	183	3	0.5555150067227752	499.0	-211.0	7.336676463126643
770	1._FC_Union_Berlin	Intertoto-Cup_1986	0.684306800365448	1525.0480512954475	0.0031084696081509	2	3	881	4	183	10	0.5482902460182797	7450.0	-200.0	3.60864289086358
771	1._FC_Union_Berlin	UEFA-Pokal_2001/02	0.7511454224586487	4819.302312262491	0.4405979402846177	10	2	881	105	183	22	0.5613562309171748	12985.0	-272.0	5.935021300023465
772	1._FC_Union_Berlin	UEFA_Intertoto_Cup	0.8296123743057251	1525.0480512954475	0.0031084696081509	38	14	881	710	183	29	0.6212005972614455	10573.0	-9659.0	4.921646097897302
773	1._FFC_08_Niederkirchen	Fußball-Bundesliga_1992/93_(Frauen)	0.964894473552704	14193.328408330524	0.0	3	1	62	14	6	9	0.7522624538553269			6.117436186669918
774	1._FFC_Frankfurt	DFB-Pokal_(Frauen)	0.8726854920387268	9497.299362651333	0.0	114	20	469	501	106	53	0.8300954871432221	6813.0	-8325.0	6.620539764341999
775	1._FFC_Frankfurt	Deutsche_Fußballmeisterschaft	0.8012921810150146	9497.299362651333	0.0	31	6	469	1917	106	77	0.5266329644142408			7.033726918544073
776	1._FFC_Frankfurt	Frauenfußball_in_Deutschland	0.8420544266700745	-1.0		4	17	469	16	106	69	0.6059685591192399			7.786593333805641
777	1._FFC_Frankfurt	Fußball-Bundesliga_2005/06_(Frauen)	0.8108594417572021	9497.299362651333	0.0	11	6	469	27	106	7	0.67559415107927	2839.0	0.0	6.751159946759063
778	1._FFC_Frankfurt	Fußball-Bundesliga_2007/08_(Frauen)	0.8165496587753296	9497.299362651333	0.0	16	2	469	29	106	6	0.706169744869336	3580.0	0.0	6.522901294778083
779	1._FFC_Frankfurt	Fußball-Bundesliga_2018/19_(Frauen)	0.8005420565605164	9497.299362651333	0.0	10	8	469	22	106	15	0.6731415625174298	7563.0	0.0	6.078215473516637
780	1._FFC_Frankfurt	Fußball-Bundesliga_2019/20_(Frauen)	0.7767712473869324	9497.299362651333	0.0	6	6	469	15	106	12	0.6414164854810573	7978.0	0.0	6.239141420826422
781	1._FFC_Frankfurt	UEFA_Women’s_Champions_League_2014/15	0.7415202856063843	10799.765746930834	0.0	39	5	469	84	106	25	0.7616169300892621	5886.0	-218.0	7.916265930278485
782	1._FFC_Frankfurt	UEFA_Women’s_Cup_2001/02	0.6709257364273071	9497.299362651333	0.0	8	3	469	27	106	17	0.6480651595164342	1365.0	0.0	5.161924741642482
783	1._FFC_Frankfurt	UEFA_Women’s_Cup_2005/06	0.7671650648117065	10584.957821895225	0.0031084696081509	12	2	469	23	106	26	0.6874481855539639	2830.0	0.0	5.3442462984364365
784	1._FFC_Frankfurt	UEFA_Women’s_Cup_2007/08	0.7494932413101196	10584.957821895225	0.0031084696081509	15	3	469	25	106	28	0.7043725434555157	3558.0	0.0	5.950382102006752
785	1._FFC_Turbine_Potsdam	Deutsche_Fußballmeisterschaft	0.8385438323020935	1763.157556089217	0.0	16	8	451	1917	127	77	0.4531811474117692			7.048994390674862
786	1._FFC_Turbine_Potsdam	Fußball-Bundesliga_2019/20_(Frauen)	0.7668196558952332	1763.157556089217	0.0	5	5	451	15	127	12	0.6296371712386417	7761.0	0.0	2.8179866538504523
787	1._FFC_Turbine_Potsdam	UEFA_Women’s_Champions_League_2009/10	0.7677346467971802	8762.656000745323	11.322287418763755	20	3	451	47	127	22	0.7171018831076437	4067.0	0.0	7.223509652961256
788	1._FFC_Turbine_Potsdam	UEFA_Women’s_Cup_2004/05	0.6426395177841187	996.7939068938132	0.0031084696081509	11	6	451	21	127	24	0.6858031957352787	2242.0	0.0	5.424289006109973
789	1._FSV_Mainz_05	2._Fußball-Bundesliga_1996/97	0.8163632154464722	0.0	0.0	8	8	996	64	205	10	0.5493364366449192	33377.0	-313.0	5.161924741642482
790	1._FSV_Mainz_05	2._Fußball-Bundesliga_2000/01	0.7837237119674683	0.0	0.0	7	9	996	55	205	13	0.5433277126483503	34847.0	-282.0	5.994833864577585
791	1._FSV_Mainz_05	2._Fußball-Bundesliga_2001/02	0.815025269985199	0.0	0.0	6	7	996	66	205	10	0.521085895231435	35197.0	-282.0	7.856551922412551
792	1._FSV_Mainz_05	2._Fußball-Bundesliga_2002/03	0.8186471462249756	0.0	0.0	10	6	996	63	205	9	0.5708128325906829	35576.0	-288.0	7.278180256445034
793	1._FSV_Mainz_05	2._Fußball-Bundesliga_2003/04	0.8207154273986816	0.0	0.0	14	15	996	77	205	20	0.5946101350140168	35934.0	-294.0	5.625951429070351
794	1._FSV_Mainz_05	2._Fußball-Bundesliga_2007/08	0.8325778245925903	0.0	0.0	31	11	996	135	205	16	0.6515781273603135			7.612929839754801
795	1._FSV_Mainz_05	2._Fußball-Bundesliga_2008/09	0.8491737246513367	0.0	0.0	24	13	996	163	205	24	0.618660886225642	25128.0	-17329.0	6.234135410151009
796	1._FSV_Mainz_05	DFB-Pokal_2008/09	0.8427637219429016	0.0	0.0	21	7	996	91	205	12	0.6272331197756275	37546.0	-365.0	7.928243850868667
797	1._FSV_Mainz_05	Deutsche_Amateurmeisterschaft_(Fußball)	0.883557140827179	0.0	0.0	33	7	996	473	205	22	0.6085738938705059	16362.0	-26095.0	1.9409508085151683
798	1._FSV_Mainz_05	Fußball-Bundesliga_2004/05	0.8592063188552856	0.0	0.0	20	11	996	161	205	23	0.6005043908453027	36303.0	-288.0	6.086293340848533
799	1._FSV_Mainz_05	Fußball-Bundesliga_2006/07	0.8773214817047119	0.0	0.0	32	16	996	199	205	37	0.6407688952466627	37038.0	-281.0	6.282115466923782
800	1._FSV_Mainz_05	Fußball-Bundesliga_2009/10	0.8810299634933472	0.0	0.0	50	16	996	243	205	80	0.6807368467494855	38130.0	-274.0	4.056863529808423
801	1._FSV_Mainz_05	Fußball-Bundesliga_2010/11	0.8723903894424438	0.0	0.0	62	16	996	274	205	45	0.6998466969766128	38775.0	0.0	6.971407544629518
802	1._FSV_Mainz_05	Fußball-Bundesliga_2013/14	0.8692479133605957	0.0	0.0	69	25	996	276	205	75	0.7111833745423255	39867.0	0.0	1.089214815663915
803	1._FSV_Mainz_05	Fußball-Bundesliga_2015/16	0.8566526174545288	0.0	0.0	62	16	996	306	205	45	0.6962194173962799	40602.0	-9.0	4.876977283246975
804	1._FSV_Mainz_05	Fußball-Bundesliga_2016/17	0.856635570526123	0.0	0.0	57	18	996	299	205	46	0.6878105594908324	40973.0	0.0	5.803778627814877
805	1._FSV_Mainz_05	Fußball-Bundesliga_2018/19	0.8296725749969482	0.0	0.0	50	19	996	309	205	60	0.67233500282938	41701.0	0.0	5.012623721840671
806	1._FSV_Mainz_05	Fußball-Bundesliga_2019/20	0.8765275478363037	0.0	0.0	33	17	996	178	205	32	0.6480849059819297	42107.0	0.0	2.0297804427775508
807	1._FSV_Mainz_05	Handball-Bundesliga_(Frauen)	0.6383791565895081	0.0	0.0	12	2	996	511	205	9	0.4878136259075294	25493.0	-16964.0	7.048994390674862
808	1._FSV_Mainz_05	Mannschaftskader_der_deutschen_Fußball-Bundesliga_2015/16	0.6508530378341675	-1.0		0	3	996	0	205	24	0.0			6.597009266931805
809	1._FSV_Mainz_05	UEFA-Pokal_2005/06	0.7748822569847107	6163.166814215285	0.147855511540826	6	4	996	147	205	18	0.4822435555077552	36643.0	-302.0	2.920286987105383
810	1._FSV_Mainz_05	UEFA_Europa_League_2016/17	0.7641209959983826	7988.656947971931	6.46533911309265	14	2	996	210	205	17	0.5518716012907128	40647.0	-330.0	4.528623035626576
811	1._Fallschirm-Armee	Operation_Market_Garden	0.8100519180297852	4778.69967219758	0.1404099351002335	1	14	27	197	31	114	0.5432891605247516	268.0	-97.0	2.8957317558041087
812	1._Fallschirm-Armee	Operation_Plunder	0.8362810611724854	14108.496567909322	0.0	4	8	27	75	31	44	0.7466105741770275	447.0	-283.0	9.10931489090792
813	1._Fallschirm-Armee	Schlacht_im_Reichswald	0.832532525062561	4673.588034239368	0.0	3	6	27	79	31	41	0.7172499617982872	435.0	0.0	8.23012171360922
814	1._Fallschirm-Armee	Unternehmen_Merkur	0.7797359824180603	11479.94848859828	14.47986293314356	4	9	27	226	31	126	0.6512567898009377	944.0	944.0	6.385700173264597
815	1._Fallschirmjäger-Division_(Wehrmacht)	Balkanfeldzug_(1941)	0.741679310798645	933.5312982990628	10.699353287167638	6	14	57	650	80	164	0.5670149179824058	915.0	699.0	5.161924741642482
816	1._Fallschirmjäger-Division_(Wehrmacht)	Gotenstellung	0.8097789287567139	14335.634705993018	3.737020435813806	3	2	57	98	80	18	0.6778076424386485	482.0	-6.0	8.745443680098592
817	1._Fallschirmjäger-Division_(Wehrmacht)	Italienfeldzug_(Zweiter_Weltkrieg)	0.7811523675918579	13353.237523713866	4.726480344692985	3	15	57	154	80	111	0.6360373279798592	732.0	0.0	4.601335095564424
818	1._Fallschirmjäger-Division_(Wehrmacht)	Operation_Avalanche_(Zweiter_Weltkrieg)	0.8136410713195801	2618.3031243506166	7.661135697795726	4	2	57	103	80	34	0.6997951287655004	138.0	-106.0	6.078215473516637
819	1._Fallschirmjäger-Division_(Wehrmacht)	Operation_Shingle	0.8876004219055176	10457.528591012246	5.157851783415456	1	4	57	109	80	36	0.5664479515310676	401.0	0.0	7.687653385950737
820	1._Fallschirmjäger-Division_(Wehrmacht)	Schlacht_um_Monte_Cassino	0.7806836366653442	10082.204027115797	4.962870714211857	7	5	57	146	80	49	0.7192705462465551	383.0	-1.0	6.913053088328457
821	1._Fallschirmjäger-Division_(Wehrmacht)	Schlacht_um_Narvik	0.8135759830474854	11580.486658624202	14.345688563364847	1	4	57	78	80	43	0.5973737007334362	1057.0	1057.0	7.786593333805641
822	1._Fallschirmjäger-Division_(Wehrmacht)	Schlacht_um_Ortona	0.9008885025978088	15463.45894718483	4.060083986820961	2	9	57	13	80	23	0.7276241169126286	241.0	0.0	8.328151299476504
823	1._Fallschirmjäger-Division_(Wehrmacht)	Unternehmen_Herkules	0.8801060914993286	14818.981099142757	10.52425686487292	5	11	57	32	80	49	0.7864884590563769	304.0	274.0	6.936877092554155
824	1._Fallschirmjäger-Division_(Wehrmacht)	Unternehmen_Merkur	0.8433323502540588	11479.94848859828	14.47986293314356	17	23	57	226	80	126	0.760892043858843	699.0	699.0	7.512624664518779
825	1._Fallschirmjäger-Division_(Wehrmacht)	Unternehmen_Weserübung	0.7678059339523315	9285.670136684115	1.2108971406044151	11	9	57	856	80	137	0.597589372340555	1055.0	851.0	5.7884909876536526
826	1._Februar	Blizzard_of_’77	0.3455319404602051	-1.0		0	4	3216	4	452	53	0.0			7.347976018380576
827	1._Februar	Deutsch-Dänischer_Krieg	0.3057084083557129	-1.0	0.0	5	7	3216	1243	452	117	0.1643780237431382			4.684057979819459
828	1._Februar	Dritter_Pariser_Frieden	0.3181984424591064	-1.0	1.9165413602670136	1	5	3216	98	452	59	0.2143162612953378			5.903862086371859
829	1._Februar	Erster_Frieden_von_Thorn	0.3797339797019958	-1.0	3.967488875328964	1	4	3216	49	452	18	0.2639513878721773			0.2668506843817602
830	1._Februar	Erster_Koalitionskrieg	0.2499495148658752	-1.0	0.0	6	2	3216	1766	452	193	0.1493333038359783			6.936877092554155
831	1._Februar	Erster_Weltkrieg	0.2781835496425628	-1.0	1.5911674236195303	170	17	3216	61277	452	940	0.1326661140739357			5.692552992704652
832	1._Februar	Flutkatastrophe_von_1953	0.3003688454627991	-1.0	0.2852569614520391	2	2	3216	118	452	103	0.2685347514620686			5.056365723901731
833	1._Februar	Großer_Nordischer_Krieg	0.2870131731033325	-1.0	19.95547845697605	9	13	3216	1135	452	347	0.249153558441269			5.070173722280988
834	1._Februar	Krimkrieg	0.3268035054206848	-1.0	13.695231861710774	2	9	3216	1172	452	300	0.0531675337531549			6.751159946759063
835	1._Februar	Londoner_Protokoll_(1852)	0.4188701510429382	-1.0		0	6	3216	57	452	33	0.0			5.257234921446806
836	1._Februar	Polnischer_Thronfolgekrieg	0.3594232201576233	-1.0	11.204798266720736	2	6	3216	377	452	73	0.1734064815033441			7.176827762184747
837	1._Februar	STS-107	0.3276752233505249	-1.0	86.13201540257367	8	9	3216	103	452	57	0.413782007852941			7.712370155108354
838	1._Februar	Schlacht_bei_Cremona_(1702)	0.4572070240974426	-1.0	1.0876926303441612	1	2	3216	10	452	8	0.3570758588295216			0.3821944829630331
839	1._Februar	Schlacht_bei_Tannenberg_(1410)	0.2710062861442566	-1.0	5.511339700294832	1	10	3216	267	452	121	0.1294271755495517			6.143143897735277
840	1._Februar	Schlacht_um_Chafdschi	0.3749172687530517	-1.0	36.88755082538077	1	2	3216	8	452	13	0.3682977463190634			8.682385544131455
841	1._Februar	Super_Bowl_XLIX	0.4624360799789428	-1.0	116.13990337862344	1	1	3216	73	452	70	0.2362006103578556			6.293326853133582
842	1._Februar	Vietnamkrieg	0.300768494606018	-1.0	90.66160669073771	17	9	3216	3727	452	363	0.2059166128458174			5.42379534701156
843	1._Februar	Zweiter_Golfkrieg	0.2955160737037658	-1.0	29.819633192680588	2	6	3216	1461	452	183	0.0256245024062651			6.771362654076582
844	1._Februar	Zweiter_Weltkrieg	0.3066839873790741	-1.0	27.380441875335123	237	16	3216	103548	452	953	0.1043260579444129			2.0993692550790697
845	1._Fitna	Kamelschlacht	0.9460728764533995	15855.970046566448	35.24318656551672	0	17	4	28	53	29	0.0	0.0	0.0	0.0484981478753396
